"client_id","occupation","country","locale","client_created_at","receber_newsletter","signature_start_date","signature_end_date","signature_active","days_inactive","institutional_client_status","order_id","order_price","order_status","payment_method","plan_duration","coupon_description","coupon_discountType","coupon_amount"
12,Fisioterapeuta,BR,pt-BR,"2012-10-31 00:34:23",1,"2012-11-21 02:00:00","2013-11-21 02:00:00","0",4181,EXPIRED,58,1.00,completed,PayPal,10,,,
12,Fisioterapeuta,BR,pt-BR,"2012-10-31 00:34:23",1,"2013-12-16 02:00:00","2014-12-16 02:00:00","0",3791,EXPIRED,,,,,10,,,
12,Fisioterapeuta,BR,pt-BR,"2012-10-31 00:34:23",1,"2015-11-04 02:00:00","2016-11-03 02:00:00","0",3103,EXPIRED,,,,,365,,,
13,Professor,,pt-BR,"2012-10-31 09:13:37",1,,,"0",,NEVER,,,,,,,,
14,Médica,BR,pt-BR,"2012-10-31 17:38:12",1,"2012-12-27 22:29:38","2013-12-27 22:29:38","0",4145,NEVER,155,96.00,completed,PayPal,365,,,
14,Médica,BR,pt-BR,"2012-10-31 17:38:12",1,"2013-12-27 22:29:38","2014-12-27 22:29:38","0",3780,NEVER,436,180.00,completed,PagSeguro,365,,,
14,Médica,BR,pt-BR,"2012-10-31 17:38:12",1,"2017-10-19 20:33:49","2018-10-20 03:35:01","0",2387,NEVER,3281,250.00,completed,PagSeguro,180,,,
15,Fisioterapeuta,BR,pt-BR,"2012-11-01 01:38:09",1,"2012-11-01 02:02:18","2012-11-13 02:02:18","0",4554,EXPIRED,63,1.00,completed,PayPal,7,,,
15,Fisioterapeuta,BR,pt-BR,"2012-11-01 01:38:09",1,"2012-11-21 02:00:00","2013-11-21 02:00:00","0",4181,EXPIRED,,,,,365,,,
15,Fisioterapeuta,BR,pt-BR,"2012-11-01 01:38:09",1,"2013-12-16 02:00:00","2014-12-16 02:00:00","0",3791,EXPIRED,,,,,10,,,
15,Fisioterapeuta,BR,pt-BR,"2012-11-01 01:38:09",1,"2015-04-20 03:00:00","2016-04-19 03:00:00","0",3301,EXPIRED,,,,,365,,,
16,Fisioterapeuta,BR,pt-BR,"2012-11-01 12:22:14",1,"2012-11-21 02:00:00","2013-11-21 02:00:00","0",4181,NEVER,,,,,365,,,
17,Eng,,pt-BR,"2012-11-05 22:53:38",0,"2012-11-05 23:29:01","2012-11-17 23:29:01","0",4550,NEVER,67,1.00,completed,PayPal,7,,,
18,Fisioterapeuta,PT,pt-BR,"2012-11-06 22:51:41",1,"2013-01-10 00:25:06","2013-04-10 00:25:06","0",4406,EXPIRED,167,39.00,completed,PayPal,90,,,
18,Fisioterapeuta,PT,pt-BR,"2012-11-06 22:51:41",1,"2014-02-16 22:21:09","2014-05-17 22:21:09","0",4004,EXPIRED,480,90.00,completed,PayPal,90,,,
19,fisioterapeuta,,pt-BR,"2012-11-07 11:42:12",1,,,"0",,NEVER,,,,,,,,
20,fisioterapeuta,BR,pt-BR,"2012-11-08 10:48:20",1,"2012-11-21 02:00:00","2013-11-21 02:00:00","0",4181,EXPIRED,,,,,365,,,
20,fisioterapeuta,BR,pt-BR,"2012-11-08 10:48:20",1,"2013-12-16 02:00:00","2014-12-16 02:00:00","0",3791,EXPIRED,,,,,10,,,
21,Fisioterapeuta,,pt-BR,"2012-11-08 11:20:38",0,,,"0",,NEVER,,,,,,,,
22,adm,BR,pt-BR,"2012-11-08 11:48:22",0,,,"0",,NEVER,,,,,,,,
23,médica,BR,pt-BR,"2012-11-08 13:16:47",1,,,"0",,NEVER,,,,,,,,
24,médica,,pt-BR,"2012-11-08 13:19:49",1,"2012-11-08 13:26:55","2013-11-08 13:26:55","0",4194,NEVER,70,96.00,completed,PayPal,365,,,
25,medico,BR,pt-BR,"2012-11-08 13:39:20",1,"2012-11-08 13:44:26","2013-11-08 13:44:26","0",4194,NEVER,71,96.00,completed,PayPal,365,,,
25,medico,BR,pt-BR,"2012-11-08 13:39:20",1,"2015-05-06 04:57:36","2017-05-05 11:59:59","0",2920,NEVER,1188,210.00,completed,PayPal,365,,,
26,analista,,pt-BR,"2012-11-08 14:19:10",0,,,"0",,NEVER,,,,,,,,
27,Analista de Sistemas,,pt-BR,"2012-11-08 14:25:51",0,,,"0",,NEVER,,,,,,,,
28,Médico,,pt-BR,"2012-11-08 14:59:04",0,,,"0",,NEVER,,,,,,,,
29,médico,,pt-BR,"2012-11-08 16:29:52",1,,,"0",,NEVER,,,,,,,,
30,médico,,pt-BR,"2012-11-08 16:31:48",0,,,"0",,NEVER,,,,,,,,
31,fisioterapeuta,,pt-BR,"2012-11-08 19:17:21",1,"2012-11-08 02:00:00","2013-11-08 02:00:00","0",4194,NEVER,,,,,365,,,
32,Fisioterapeuta,PT,pt-BR,"2012-11-08 20:05:51",1,,,"0",,EXPIRED,,,,,,,,
33,médico,,pt-BR,"2012-11-08 20:20:40",1,"2012-11-08 20:58:13","2013-02-06 20:58:13","0",4469,NEVER,73,39.00,completed,PayPal,90,,,
33,médico,,pt-BR,"2012-11-08 20:20:40",1,"2013-07-05 19:59:28","2014-01-01 19:59:28","0",4140,NEVER,317,90.00,completed,PagSeguro,180,,,
34,médico,,pt-BR,"2012-11-08 20:32:00",1,"2012-11-08 20:50:06","2013-02-06 20:50:06","0",4469,NEVER,72,39.00,completed,PayPal,90,,,
35,Medico,,pt-BR,"2012-11-08 22:54:55",1,,,"0",,NEVER,,,,,,,,
36,Fisioterapeuta,,pt-BR,"2012-11-08 23:03:26",0,,,"0",,NEVER,,,,,,,,
37,medico,,pt-BR,"2012-11-09 10:36:55",0,"2012-11-14 00:55:51","2013-02-12 00:55:51","0",4463,NEVER,105,39.00,completed,PayPal,90,,,
38,médico,BR,pt-BR,"2012-11-09 12:27:08",0,"2012-11-09 12:31:36","2013-11-09 12:31:36","0",4193,NEVER,75,96.00,completed,PayPal,365,,,
39,médico,BR,pt-BR,"2012-11-09 13:14:03",1,"2012-11-09 02:00:00","2013-11-09 02:00:00","0",4193,EXPIRED,,,,,365,,,
39,médico,BR,pt-BR,"2012-11-09 13:14:03",1,"2015-04-10 22:50:09","2015-10-07 22:50:09","0",3496,EXPIRED,1147,140.00,completed,PagSeguro,180,,,
40,médico,BR,pt-BR,"2012-11-09 14:42:45",1,"2012-11-09 14:49:18","2013-11-09 14:49:18","0",4193,EXPIRED,77,96.00,completed,PayPal,365,,,
40,médico,BR,pt-BR,"2012-11-09 14:42:45",1,"2015-04-08 01:50:50","2016-04-08 01:50:50","0",3312,EXPIRED,1142,210.00,completed,PagSeguro,365,,,
40,médico,BR,pt-BR,"2012-11-09 14:42:45",1,"2018-10-23 02:00:00","2019-10-23 02:00:00","0",2019,EXPIRED,,,,,365,,,
40,médico,BR,pt-BR,"2012-11-09 14:42:45",1,"2020-11-15 19:11:53","2021-05-14 20:11:53","0",1450,EXPIRED,7574,289.50,completed,PayPal,180,,,
40,médico,BR,pt-BR,"2012-11-09 14:42:45",1,"2021-07-27 18:51:41","2022-07-27 18:51:41","0",1011,EXPIRED,8922,573.30,completed,PagSeguro,365,,,
40,médico,BR,pt-BR,"2012-11-09 14:42:45",1,"2023-03-07 07:21:01","2024-03-06 07:21:01","0",423,EXPIRED,10635,668.25,completed,Boleto Fácil,365,,,
41,Medica,,pt-BR,"2012-11-09 17:15:44",0,,,"0",,NEVER,,,,,,,,
42,médico,BR,pt-BR,"2012-11-09 18:04:55",1,"2012-11-09 18:12:05","2013-11-09 18:12:05","0",4193,NEVER,79,96.00,completed,PayPal,365,,,
43,FISIOTERAPEUTA,,pt-BR,"2012-11-09 18:06:47",1,,,"0",,NEVER,,,,,,,,
44,médica,BR,pt-BR,"2012-11-09 18:16:46",1,"2012-11-09 18:26:12","2013-11-09 18:26:12","0",4193,NEVER,80,96.00,completed,PayPal,365,,,
44,médica,BR,pt-BR,"2012-11-09 18:16:46",1,"2016-08-02 11:28:44","2018-08-03 04:47:57","0",2465,NEVER,2209,45.00,completed,PagSeguro,30,,,
45,médico,,pt-BR,"2012-11-09 18:56:12",1,"2012-11-09 19:02:00","2013-02-07 19:02:00","0",4468,NEVER,81,39.00,completed,PayPal,90,,,
46,Estudante de Medicina,,pt-BR,"2012-11-09 19:13:16",1,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
47,estudante,,pt-BR,"2012-11-10 01:51:49",1,,,"0",,NEVER,,,,,,,,
48,terapeuta,,pt-BR,"2012-11-10 03:31:52",1,,,"0",,NEVER,,,,,,,,
49,médico,,pt-BR,"2012-11-10 10:46:37",1,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
50,médico,BR,pt-BR,"2012-11-10 12:28:34",1,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
50,médico,BR,pt-BR,"2012-11-10 12:28:34",1,"2016-12-02 00:53:33","2017-12-02 00:53:33","0",2709,NEVER,2533,405.00,completed,PayPal,365,Black Week Xlung,percentage,0.50
51,Médico,BR,pt-BR,"2012-11-10 12:38:20",0,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
51,Médico,BR,pt-BR,"2012-11-10 12:38:20",0,"2014-01-28 02:00:00","2015-01-28 02:00:00","0",3748,NEVER,,,,,365,,,
51,Médico,BR,pt-BR,"2012-11-10 12:38:20",0,"2015-04-09 03:00:00","2016-04-08 03:00:00","0",3312,NEVER,,,,,365,,,
52,Médico,,pt-BR,"2012-11-10 12:38:48",0,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
53,médica,,pt-BR,"2012-11-10 12:40:19",1,"2012-11-10 12:49:40","2013-11-10 12:49:40","0",4192,NEVER,82,96.00,completed,PayPal,365,,,
54,médico,BR,pt-BR,"2012-11-10 12:58:19",1,"2014-07-16 00:37:33","2015-07-16 00:37:33","0",3579,NEVER,656,180.00,completed,PayPal,365,,,
55,Médico ,BR,pt-BR,"2012-11-10 12:58:21",1,"2012-11-10 13:59:46","2013-02-08 13:59:46","0",4467,NEVER,87,39.00,completed,PayPal,90,,,
55,Médico ,BR,pt-BR,"2012-11-10 12:58:21",1,"2015-08-19 17:50:12","2016-07-19 17:50:12","0",3210,NEVER,1437,35.00,completed,PagSeguro,30,,,
56,enfermeiro,BR,pt-BR,"2012-11-10 13:09:09",0,"2012-11-10 13:16:56","2013-11-10 13:16:56","0",4192,NEVER,84,96.00,completed,PayPal,365,,,
57,enfermeira,,pt-BR,"2012-11-10 13:19:21",1,"2012-11-10 13:25:51","2013-11-10 13:25:51","0",4192,NEVER,85,96.00,completed,PayPal,365,,,
58,médico,,pt-BR,"2012-11-10 13:28:30",1,,,"0",,NEVER,,,,,,,,
59,médica,,pt-BR,"2012-11-10 14:08:09",1,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
60,médico,,pt-BR,"2012-11-10 14:26:52",0,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
61,enfermeira,BR,pt-BR,"2012-11-10 14:51:50",1,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
61,enfermeira,BR,pt-BR,"2012-11-10 14:51:50",1,"2015-11-22 20:46:27","2017-11-22 23:00:12","0",2719,NEVER,1700,210.00,completed,PagSeguro,365,,,
61,enfermeira,BR,pt-BR,"2012-11-10 14:51:50",1,"2018-06-16 20:58:23","2018-10-16 13:03:36","0",2391,NEVER,3924,50.00,completed,PagSeguro,30,,,
62,médico,,pt-BR,"2012-11-10 15:05:26",1,"2012-11-10 15:12:45","2013-02-08 15:12:45","0",4467,NEVER,91,39.00,completed,PayPal,90,,,
63,médico,BR,pt-BR,"2012-11-10 15:15:43",1,"2012-11-10 02:00:00","2013-05-10 03:00:00","0",4376,NEVER,,,,,180,,,
63,médico,BR,pt-BR,"2012-11-10 15:15:43",1,"2013-05-16 06:50:25","2013-11-12 06:50:25","0",4190,NEVER,92,60.00,completed,PagSeguro,180,,,
64,fisioterapeuta,BR,pt-BR,"2012-11-10 15:29:14",1,"2012-11-21 02:00:00","2013-11-21 02:00:00","0",4181,NEVER,,,,,365,,,
64,fisioterapeuta,BR,pt-BR,"2012-11-10 15:29:14",1,"2015-02-12 00:29:16","2017-02-12 00:29:16","0",3002,NEVER,1063,210.00,completed,PagSeguro,365,,,
65,Fisioterapeuta,BR,pt-BR,"2012-11-10 15:53:14",1,"2013-02-27 03:00:00","2014-02-27 03:00:00","0",4083,EXPIRED,,,,,365,,,
65,Fisioterapeuta,BR,pt-BR,"2012-11-10 15:53:14",1,"2016-12-01 15:48:22","2017-12-01 15:48:22","0",2710,EXPIRED,2531,405.00,completed,PayPal,365,Black Week Xlung,percentage,0.50
66,fisioterapeuta,BR,pt-BR,"2012-11-10 16:18:43",0,"2012-11-10 16:30:41","2013-11-10 16:30:41","0",4192,NEVER,97,96.00,completed,PayPal,365,,,
67,médico,,pt-BR,"2012-11-10 16:48:21",1,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
68,Desenvolvedor,,pt-BR,"2012-11-10 17:56:44",0,,,"0",,NEVER,,,,,,,,
69,Médico,BR,pt-BR,"2012-11-10 19:53:43",1,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,EXPIRED,,,,,365,,,
69,Médico,BR,pt-BR,"2012-11-10 19:53:43",1,"2014-09-19 04:44:42","2018-11-27 12:16:45","0",2349,EXPIRED,758,100.00,completed,PayPal,90,,,
69,Médico,BR,pt-BR,"2012-11-10 19:53:43",1,"2016-11-04 15:24:21","2017-11-04 15:24:21","0",2737,EXPIRED,2449,405.00,completed,PagSeguro,365,,,
69,Médico,BR,pt-BR,"2012-11-10 19:53:43",1,"2024-08-08 03:00:00","2025-02-04 02:00:00","0",88,EXPIRED,,,,,180,,,
70,Médico,,pt-BR,"2012-11-10 20:01:40",1,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,NEVER,,,,,365,,,
71,Médico,BR,pt-BR,"2012-11-10 21:03:18",1,,,"0",,EXPIRED,,,,,,,,
72,Médica,BR,pt-BR,"2012-11-10 22:00:49",0,"2012-11-10 02:00:00","2013-11-10 02:00:00","0",4192,EXPIRED,,,,,365,,,
73,Medica,BR,pt-BR,"2012-11-10 22:02:04",1,"2012-11-10 22:10:57","2013-11-10 22:10:57","0",4192,NEVER,99,96.00,completed,PayPal,365,,,
74,médica,BR,pt-BR,"2012-11-10 22:55:10",0,"2013-03-06 01:26:30","2014-03-06 01:26:30","0",4076,NEVER,232,150.00,completed,PayPal,365,,,
74,médica,BR,pt-BR,"2012-11-10 22:55:10",0,"2014-11-03 22:25:58","2015-11-03 22:25:58","0",3469,NEVER,895,210.00,completed,PagSeguro,365,,,
74,médica,BR,pt-BR,"2012-11-10 22:55:10",0,"2018-02-17 01:22:35","2018-05-18 15:16:05","0",2542,NEVER,3592,50.00,completed,PayPal,30,,,
75,medica,,pt-BR,"2012-11-10 23:08:54",0,,,"0",,NEVER,,,,,,,,
76,médico,,pt-BR,"2012-11-11 00:10:25",0,,,"0",,NEVER,,,,,,,,
77,Médica,,pt-BR,"2012-11-11 03:08:52",1,"2012-11-11 02:00:00","2013-11-11 02:00:00","0",4191,NEVER,,,,,365,,,
78,Médico,,pt-BR,"2012-11-11 03:32:12",1,,,"0",,NEVER,,,,,,,,
79,Médico,BR,pt-BR,"2012-11-11 05:57:05",1,,,"0",,NEVER,,,,,,,,
80,Fisioterapeuta,BR,pt-BR,"2012-11-11 20:10:12",1,,,"0",,EXPIRED,,,,,,,,
81,Medica,BR,pt-BR,"2012-11-11 20:23:26",1,"2013-01-05 17:48:14","2014-01-05 17:48:14","0",4136,ACTIVE,162,96.00,completed,PayPal,365,,,
81,Medica,BR,pt-BR,"2012-11-11 20:23:26",1,"2015-03-21 20:18:39","2016-03-20 20:18:39","0",3331,ACTIVE,1120,210.00,completed,PagSeguro,365,,,
82,médico,,pt-BR,"2012-11-11 23:35:34",1,,,"0",,NEVER,,,,,,,,
83,médico,,pt-BR,"2012-11-12 00:32:16",1,,,"0",,NEVER,,,,,,,,
84,medico,,pt-BR,"2012-11-12 02:50:39",1,,,"0",,NEVER,,,,,,,,
85,Fisioterapeuta,,pt-BR,"2012-11-12 13:24:33",1,,,"0",,NEVER,,,,,,,,
86,Fisioterapeuta,,pt-BR,"2012-11-12 13:25:17",1,"2012-11-12 23:12:24","2013-05-11 23:12:24","0",4375,NEVER,104,60.00,completed,PayPal,180,,,
87,medico,BR,pt-BR,"2012-11-12 13:48:49",1,"2012-11-12 13:56:24","2013-11-12 13:56:24","0",4190,NEVER,101,96.00,completed,PayPal,365,,,
87,medico,BR,pt-BR,"2012-11-12 13:48:49",1,"2021-04-14 20:50:12","2022-03-10 20:50:12","0",1150,NEVER,8356,63.70,completed,PayPal,30,,,
88,Estudante de Medicina,,pt-BR,"2012-11-12 14:53:55",1,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
89,Fisioterapeuta,,pt-BR,"2012-11-12 16:47:14",0,,,"0",,NEVER,,,,,,,,
90,Medico,BR,pt-BR,"2012-11-12 20:25:38",1,"2012-11-12 20:52:31","2013-11-12 20:52:31","0",4190,NEVER,102,96.00,completed,PayPal,365,,,
90,Medico,BR,pt-BR,"2012-11-12 20:25:38",1,"2013-11-20 10:18:05","2014-11-20 10:18:05","0",3817,NEVER,418,180.00,completed,PayPal,365,,,
90,Medico,BR,pt-BR,"2012-11-12 20:25:38",1,"2015-11-23 02:00:00","2017-12-30 02:00:00","0",2681,NEVER,,,,,365,,,
91,Medico,BR,pt-BR,"2012-11-12 20:26:33",1,"2012-11-12 20:51:13","2013-11-12 20:51:13","0",4190,NEVER,103,96.00,completed,PayPal,365,,,
92,ESTUDANTE,,pt-BR,"2012-11-12 23:17:48",1,,,"0",,NEVER,,,,,,,,
93,Médico,,pt-BR,"2012-11-13 16:28:00",1,,,"0",,NEVER,,,,,,,,
94,médico,,pt-BR,"2012-11-13 18:41:11",1,"2012-11-13 02:00:00","2013-11-13 02:00:00","0",4189,NEVER,,,,,365,,,
95,Acadêmico de Medicina,,pt-BR,"2012-11-13 22:43:39",1,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
96,Acadêmico de Medicina,,pt-BR,"2012-11-13 22:44:58",0,"2012-11-26 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
97,Estudante,,pt-BR,"2012-11-13 22:48:11",1,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
98,estudante,,pt-BR,"2012-11-13 22:52:52",0,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
99,estudante,,pt-BR,"2012-11-13 23:13:59",1,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
100,Medico,,pt-BR,"2012-11-13 23:17:41",1,,,"0",,NEVER,,,,,,,,
101,estudante,,pt-BR,"2012-11-14 00:01:03",0,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
102,Estudante,,pt-BR,"2012-11-14 00:05:03",1,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
103,fisioterapeuta,,pt-BR,"2012-11-14 01:48:51",0,,,"0",,NEVER,,,,,,,,
104,Estudante,,pt-BR,"2012-11-14 11:05:20",0,,,"0",,NEVER,,,,,,,,
105,Medica,BR,pt-BR,"2012-11-14 12:09:32",1,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
105,Medica,BR,pt-BR,"2012-11-14 12:09:32",1,"2013-02-27 03:00:00","2013-08-26 03:00:00","0",4268,NEVER,,,,,180,,,
105,Medica,BR,pt-BR,"2012-11-14 12:09:32",1,"2016-09-12 01:41:43","2016-10-12 01:41:43","0",3125,NEVER,2315,45.00,completed,PayPal,30,,,
105,Medica,BR,pt-BR,"2012-11-14 12:09:32",1,"2016-12-17 02:18:29","2017-02-17 06:00:30","0",2997,NEVER,2575,45.00,completed,PagSeguro,30,,,
105,Medica,BR,pt-BR,"2012-11-14 12:09:32",1,"2017-11-21 20:34:43","2018-01-20 20:34:43","0",2660,NEVER,3411,50.00,completed,PayPal,30,,,
106,Estudante medicina,,pt-BR,"2012-11-14 12:18:22",1,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
107,estudante,,pt-BR,"2012-11-14 12:51:42",0,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
108,estudante,,pt-BR,"2012-11-14 14:43:24",0,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
109,estudantes,,pt-BR,"2012-11-14 17:10:12",0,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
110,Estudante,,pt-BR,"2012-11-15 01:13:20",1,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
111,Médico,,pt-BR,"2012-11-15 16:31:07",1,"2012-11-15 16:41:40","2013-02-13 16:41:40","0",4462,NEVER,106,39.00,completed,PayPal,90,,,
112,estudante,,pt-BR,"2012-11-15 18:46:54",1,"2012-11-20 02:00:00","2012-12-26 02:00:00","0",4511,NEVER,,,,,10,,,
113,médico,BR,pt-BR,"2012-11-15 21:58:52",0,"2013-08-13 09:07:38","2014-08-13 09:07:38","0",3916,NEVER,337,150.00,completed,PagSeguro,365,,,
113,médico,BR,pt-BR,"2012-11-15 21:58:52",0,"2015-03-11 11:49:05","2016-03-10 11:49:05","0",3341,NEVER,336,210.00,completed,PayPal,365,,,
114,ENFERMEIRO,,pt-BR,"2012-11-17 03:29:26",1,,,"0",,NEVER,,,,,,,,
115,médico,BR,pt-BR,"2012-11-18 01:47:55",1,"2013-01-30 17:35:07","2014-01-30 17:35:07","0",4111,NEVER,198,96.00,completed,PayPal,365,,,
115,médico,BR,pt-BR,"2012-11-18 01:47:55",1,"2014-04-01 17:52:17","2015-04-01 17:52:17","0",3685,NEVER,197,96.00,completed,PayPal,365,,,
115,médico,BR,pt-BR,"2012-11-18 01:47:55",1,"2015-07-16 18:46:02","2017-07-16 18:46:02","0",2848,NEVER,1370,210.00,completed,PagSeguro,365,,,
