client_id,occupation,country,locale,client_created_at,receber_newsletter,signature_start_date,signature_end_date,signature_active,days_inactive,institutional_client_status,order_id,order_price,order_status,payment_method,plan_duration,coupon_description,coupon_discountType,coupon_amount
14,Médica,BR,pt-BR,2012-10-31 17:38:12,1.0,2017-10-19 20:33:49,2018-10-20 03:35:01,0,2387.0,NEVER,3281.0,250.0,completed,PagSeguro,180.0,,,
15,Fisioterapeuta,BR,pt-BR,2012-11-01 01:38:09,1.0,2012-11-01 02:02:18,2012-11-13 02:02:18,0,4554.0,EXPIRED,63.0,1.0,completed,PayPal,7.0,,,
17,Eng,,pt-BR,2012-11-05 22:53:38,0.0,2012-11-05 23:29:01,2012-11-17 23:29:01,0,4550.0,NEVER,67.0,1.0,completed,PayPal,7.0,,,
18,Fisioterapeuta,PT,pt-BR,2012-11-06 22:51:41,1.0,2013-01-10 00:25:06,2013-04-10 00:25:06,0,4406.0,EXPIRED,167.0,39.0,completed,PayPal,90.0,,,
18,Fisioterapeuta,PT,pt-BR,2012-11-06 22:51:41,1.0,2014-02-16 22:21:09,2014-05-17 22:21:09,0,4004.0,EXPIRED,480.0,90.0,completed,PayPal,90.0,,,
24,médica,,pt-BR,2012-11-08 13:19:49,1.0,2012-11-08 13:26:55,2013-11-08 13:26:55,0,4194.0,NEVER,70.0,96.0,completed,PayPal,365.0,,,
25,medico,BR,pt-BR,2012-11-08 13:39:20,1.0,2012-11-08 13:44:26,2013-11-08 13:44:26,0,4194.0,NEVER,71.0,96.0,completed,PayPal,365.0,,,
25,medico,BR,pt-BR,2012-11-08 13:39:20,1.0,2015-05-06 04:57:36,2017-05-05 11:59:59,0,2920.0,NEVER,1188.0,210.0,completed,PayPal,365.0,,,
33,médico,,pt-BR,2012-11-08 20:20:40,1.0,2012-11-08 20:58:13,2013-02-06 20:58:13,0,4469.0,NEVER,73.0,39.0,completed,PayPal,90.0,,,
33,médico,,pt-BR,2012-11-08 20:20:40,1.0,2013-07-05 19:59:28,2014-01-01 19:59:28,0,4140.0,NEVER,317.0,90.0,completed,PagSeguro,180.0,,,
34,médico,,pt-BR,2012-11-08 20:32:00,1.0,2012-11-08 20:50:06,2013-02-06 20:50:06,0,4469.0,NEVER,72.0,39.0,completed,PayPal,90.0,,,
37,medico,,pt-BR,2012-11-09 10:36:55,0.0,2012-11-14 00:55:51,2013-02-12 00:55:51,0,4463.0,NEVER,105.0,39.0,completed,PayPal,90.0,,,
38,médico,BR,pt-BR,2012-11-09 12:27:08,0.0,2012-11-09 12:31:36,2013-11-09 12:31:36,0,4193.0,NEVER,75.0,96.0,completed,PayPal,365.0,,,
39,médico,BR,pt-BR,2012-11-09 13:14:03,1.0,2015-04-10 22:50:09,2015-10-07 22:50:09,0,3496.0,EXPIRED,1147.0,140.0,completed,PagSeguro,180.0,,,
40,médico,BR,pt-BR,2012-11-09 14:42:45,1.0,2012-11-09 14:49:18,2013-11-09 14:49:18,0,4193.0,EXPIRED,77.0,96.0,completed,PayPal,365.0,,,
40,médico,BR,pt-BR,2012-11-09 14:42:45,1.0,2015-04-08 01:50:50,2016-04-08 01:50:50,0,3312.0,EXPIRED,1142.0,210.0,completed,PagSeguro,365.0,,,
40,médico,BR,pt-BR,2012-11-09 14:42:45,1.0,2020-11-15 19:11:53,2021-05-14 20:11:53,0,1450.0,EXPIRED,7574.0,289.5,completed,PayPal,180.0,,,
40,médico,BR,pt-BR,2012-11-09 14:42:45,1.0,2021-07-27 18:51:41,2022-07-27 18:51:41,0,1011.0,EXPIRED,8922.0,573.3,completed,PagSeguro,365.0,,,
40,médico,BR,pt-BR,2012-11-09 14:42:45,1.0,2023-03-07 07:21:01,2024-03-06 07:21:01,0,423.0,EXPIRED,10635.0,668.25,completed,Boleto Fácil,365.0,,,
42,médico,BR,pt-BR,2012-11-09 18:04:55,1.0,2012-11-09 18:12:05,2013-11-09 18:12:05,0,4193.0,NEVER,79.0,96.0,completed,PayPal,365.0,,,
44,médica,BR,pt-BR,2012-11-09 18:16:46,1.0,2012-11-09 18:26:12,2013-11-09 18:26:12,0,4193.0,NEVER,80.0,96.0,completed,PayPal,365.0,,,
44,médica,BR,pt-BR,2012-11-09 18:16:46,1.0,2016-08-02 11:28:44,2018-08-03 04:47:57,0,2465.0,NEVER,2209.0,45.0,completed,PagSeguro,30.0,,,
45,médico,,pt-BR,2012-11-09 18:56:12,1.0,2012-11-09 19:02:00,2013-02-07 19:02:00,0,4468.0,NEVER,81.0,39.0,completed,PayPal,90.0,,,
50,médico,BR,pt-BR,2012-11-10 12:28:34,1.0,2016-12-02 00:53:33,2017-12-02 00:53:33,0,2709.0,NEVER,2533.0,405.0,completed,PayPal,365.0,Black Week Xlung,percentage,0.5
53,médica,,pt-BR,2012-11-10 12:40:19,1.0,2012-11-10 12:49:40,2013-11-10 12:49:40,0,4192.0,NEVER,82.0,96.0,completed,PayPal,365.0,,,
54,médico,BR,pt-BR,2012-11-10 12:58:19,1.0,2014-07-16 00:37:33,2015-07-16 00:37:33,0,3579.0,NEVER,656.0,180.0,completed,PayPal,365.0,,,
55,Médico ,BR,pt-BR,2012-11-10 12:58:21,1.0,2012-11-10 13:59:46,2013-02-08 13:59:46,0,4467.0,NEVER,87.0,39.0,completed,PayPal,90.0,,,
55,Médico ,BR,pt-BR,2012-11-10 12:58:21,1.0,2015-08-19 17:50:12,2016-07-19 17:50:12,0,3210.0,NEVER,1437.0,35.0,completed,PagSeguro,30.0,,,
56,enfermeiro,BR,pt-BR,2012-11-10 13:09:09,0.0,2012-11-10 13:16:56,2013-11-10 13:16:56,0,4192.0,NEVER,84.0,96.0,completed,PayPal,365.0,,,
57,enfermeira,,pt-BR,2012-11-10 13:19:21,1.0,2012-11-10 13:25:51,2013-11-10 13:25:51,0,4192.0,NEVER,85.0,96.0,completed,PayPal,365.0,,,
61,enfermeira,BR,pt-BR,2012-11-10 14:51:50,1.0,2015-11-22 20:46:27,2017-11-22 23:00:12,0,2719.0,NEVER,1700.0,210.0,completed,PagSeguro,365.0,,,
61,enfermeira,BR,pt-BR,2012-11-10 14:51:50,1.0,2018-06-16 20:58:23,2018-10-16 13:03:36,0,2391.0,NEVER,3924.0,50.0,completed,PagSeguro,30.0,,,
62,médico,,pt-BR,2012-11-10 15:05:26,1.0,2012-11-10 15:12:45,2013-02-08 15:12:45,0,4467.0,NEVER,91.0,39.0,completed,PayPal,90.0,,,
63,médico,BR,pt-BR,2012-11-10 15:15:43,1.0,2013-05-16 06:50:25,2013-11-12 06:50:25,0,4190.0,NEVER,92.0,60.0,completed,PagSeguro,180.0,,,
64,fisioterapeuta,BR,pt-BR,2012-11-10 15:29:14,1.0,2015-02-12 00:29:16,2017-02-12 00:29:16,0,3002.0,NEVER,1063.0,210.0,completed,PagSeguro,365.0,,,
65,Fisioterapeuta,BR,pt-BR,2012-11-10 15:53:14,1.0,2016-12-01 15:48:22,2017-12-01 15:48:22,0,2710.0,EXPIRED,2531.0,405.0,completed,PayPal,365.0,Black Week Xlung,percentage,0.5
66,fisioterapeuta,BR,pt-BR,2012-11-10 16:18:43,0.0,2012-11-10 16:30:41,2013-11-10 16:30:41,0,4192.0,NEVER,97.0,96.0,completed,PayPal,365.0,,,
69,Médico,BR,pt-BR,2012-11-10 19:53:43,1.0,2014-09-19 04:44:42,2018-11-27 12:16:45,0,2349.0,EXPIRED,758.0,100.0,completed,PayPal,90.0,,,
69,Médico,BR,pt-BR,2012-11-10 19:53:43,1.0,2016-11-04 15:24:21,2017-11-04 15:24:21,0,2737.0,EXPIRED,2449.0,405.0,completed,PagSeguro,365.0,,,
73,Medica,BR,pt-BR,2012-11-10 22:02:04,1.0,2012-11-10 22:10:57,2013-11-10 22:10:57,0,4192.0,NEVER,99.0,96.0,completed,PayPal,365.0,,,
74,médica,BR,pt-BR,2012-11-10 22:55:10,0.0,2013-03-06 01:26:30,2014-03-06 01:26:30,0,4076.0,NEVER,232.0,150.0,completed,PayPal,365.0,,,
74,médica,BR,pt-BR,2012-11-10 22:55:10,0.0,2014-11-03 22:25:58,2015-11-03 22:25:58,0,3469.0,NEVER,895.0,210.0,completed,PagSeguro,365.0,,,
74,médica,BR,pt-BR,2012-11-10 22:55:10,0.0,2018-02-17 01:22:35,2018-05-18 15:16:05,0,2542.0,NEVER,3592.0,50.0,completed,PayPal,30.0,,,
81,Medica,BR,pt-BR,2012-11-11 20:23:26,1.0,2013-01-05 17:48:14,2014-01-05 17:48:14,0,4136.0,ACTIVE,162.0,96.0,completed,PayPal,365.0,,,
81,Medica,BR,pt-BR,2012-11-11 20:23:26,1.0,2015-03-21 20:18:39,2016-03-20 20:18:39,0,3331.0,ACTIVE,1120.0,210.0,completed,PagSeguro,365.0,,,
86,Fisioterapeuta,,pt-BR,2012-11-12 13:25:17,1.0,2012-11-12 23:12:24,2013-05-11 23:12:24,0,4375.0,NEVER,104.0,60.0,completed,PayPal,180.0,,,
87,medico,BR,pt-BR,2012-11-12 13:48:49,1.0,2012-11-12 13:56:24,2013-11-12 13:56:24,0,4190.0,NEVER,101.0,96.0,completed,PayPal,365.0,,,
87,medico,BR,pt-BR,2012-11-12 13:48:49,1.0,2021-04-14 20:50:12,2022-03-10 20:50:12,0,1150.0,NEVER,8356.0,63.7,completed,PayPal,30.0,,,
90,Medico,BR,pt-BR,2012-11-12 20:25:38,1.0,2012-11-12 20:52:31,2013-11-12 20:52:31,0,4190.0,NEVER,102.0,96.0,completed,PayPal,365.0,,,
90,Medico,BR,pt-BR,2012-11-12 20:25:38,1.0,2013-11-20 10:18:05,2014-11-20 10:18:05,0,3817.0,NEVER,418.0,180.0,completed,PayPal,365.0,,,
91,Medico,BR,pt-BR,2012-11-12 20:26:33,1.0,2012-11-12 20:51:13,2013-11-12 20:51:13,0,4190.0,NEVER,103.0,96.0,completed,PayPal,365.0,,,
105,Medica,BR,pt-BR,2012-11-14 12:09:32,1.0,2016-09-12 01:41:43,2016-10-12 01:41:43,0,3125.0,NEVER,2315.0,45.0,completed,PayPal,30.0,,,
105,Medica,BR,pt-BR,2012-11-14 12:09:32,1.0,2016-12-17 02:18:29,2017-02-17 06:00:30,0,2997.0,NEVER,2575.0,45.0,completed,PagSeguro,30.0,,,
105,Medica,BR,pt-BR,2012-11-14 12:09:32,1.0,2017-11-21 20:34:43,2018-01-20 20:34:43,0,2660.0,NEVER,3411.0,50.0,completed,PayPal,30.0,,,
111,Médico,,pt-BR,2012-11-15 16:31:07,1.0,2012-11-15 16:41:40,2013-02-13 16:41:40,0,4462.0,NEVER,106.0,39.0,completed,PayPal,90.0,,,
113,médico,BR,pt-BR,2012-11-15 21:58:52,0.0,2013-08-13 09:07:38,2014-08-13 09:07:38,0,3916.0,NEVER,337.0,150.0,completed,PagSeguro,365.0,,,
113,médico,BR,pt-BR,2012-11-15 21:58:52,0.0,2015-03-11 11:49:05,2016-03-10 11:49:05,0,3341.0,NEVER,336.0,210.0,completed,PayPal,365.0,,,
115,médico,BR,pt-BR,2012-11-18 01:47:55,1.0,2013-01-30 17:35:07,2014-01-30 17:35:07,0,4111.0,NEVER,198.0,96.0,completed,PayPal,365.0,,,
115,médico,BR,pt-BR,2012-11-18 01:47:55,1.0,2014-04-01 17:52:17,2015-04-01 17:52:17,0,3685.0,NEVER,197.0,96.0,completed,PayPal,365.0,,,
115,médico,BR,pt-BR,2012-11-18 01:47:55,1.0,2015-07-16 18:46:02,2017-07-16 18:46:02,0,2848.0,NEVER,1370.0,210.0,completed,PagSeguro,365.0,,,
128,MEDICO,BR,pt-BR,2012-11-19 18:31:54,1.0,2014-11-14 18:22:31,2015-11-14 18:22:31,0,3458.0,EXPIRED,936.0,210.0,completed,PagSeguro,365.0,,,
128,MEDICO,BR,pt-BR,2012-11-19 18:31:54,1.0,2018-08-01 20:24:14,2020-08-01 20:24:14,0,1736.0,EXPIRED,4061.0,450.0,completed,PagSeguro,365.0,,,
128,MEDICO,BR,pt-BR,2012-11-19 18:31:54,1.0,2020-08-04 09:01:40,2021-01-31 08:01:40,0,1553.0,EXPIRED,7209.0,289.5,completed,Boleto Fácil,180.0,,,
128,MEDICO,BR,pt-BR,2012-11-19 18:31:54,1.0,2021-01-31 08:01:40,2022-01-31 08:01:40,0,1188.0,EXPIRED,7819.0,573.3,completed,Boleto Fácil,365.0,,,
128,MEDICO,BR,pt-BR,2012-11-19 18:31:54,1.0,2022-06-23 06:46:50,2023-06-23 06:46:50,0,680.0,EXPIRED,9900.0,630.9,completed,Boleto Fácil,365.0,,,
128,MEDICO,BR,pt-BR,2012-11-19 18:31:54,1.0,2023-09-21 19:06:44,2025-09-21 19:06:44,1,-141.0,EXPIRED,11419.0,668.7,completed,PagSeguro,365.0,,,
131,Médica,BR,pt-BR,2012-11-20 03:46:03,1.0,2016-12-06 01:39:59,2017-02-06 01:39:59,0,3008.0,NEVER,2541.0,45.0,completed,PagSeguro,30.0,,,
132,fisioterapeuta,,pt-BR,2012-11-20 13:06:44,0.0,2012-11-20 13:14:43,2013-11-20 13:14:43,0,4182.0,NEVER,107.0,96.0,completed,PayPal,365.0,,,
141,Fisioterapeuta,BR,pt-BR,2012-11-21 00:18:40,1.0,2012-11-22 05:21:50,2013-02-20 05:21:50,0,4455.0,NEVER,108.0,39.0,completed,PayPal,90.0,,,
141,Fisioterapeuta,BR,pt-BR,2012-11-21 00:18:40,1.0,2014-06-01 03:19:40,2014-08-30 03:19:40,0,3899.0,NEVER,622.0,90.0,completed,PagSeguro,90.0,,,
141,Fisioterapeuta,BR,pt-BR,2012-11-21 00:18:40,1.0,2014-09-27 18:10:22,2015-11-01 13:57:23,0,3471.0,NEVER,787.0,35.0,completed,PayPal,30.0,,,
141,Fisioterapeuta,BR,pt-BR,2012-11-21 00:18:40,1.0,2018-07-04 02:44:35,2018-08-04 02:44:35,0,2464.0,NEVER,3989.0,50.0,completed,PagSeguro,30.0,,,
141,Fisioterapeuta,BR,pt-BR,2012-11-21 00:18:40,1.0,2024-04-16 11:42:40,2025-05-17 00:01:27,1,-14.0,NEVER,11983.0,78.9,completed,PagSeguro,30.0,,,
153,Medico,BR,pt-BR,2012-11-25 01:57:01,0.0,2012-11-25 02:07:32,2013-02-23 02:07:32,0,4452.0,NEVER,109.0,39.0,completed,PayPal,90.0,,,
153,Medico,BR,pt-BR,2012-11-25 01:57:01,0.0,2013-05-22 14:10:52,2014-05-22 14:10:52,0,3999.0,NEVER,294.0,150.0,completed,PayPal,365.0,,,
153,Medico,BR,pt-BR,2012-11-25 01:57:01,0.0,2016-08-10 11:19:12,2018-05-02 15:01:15,0,2558.0,NEVER,2226.0,45.0,completed,PayPal,30.0,,,
153,Medico,BR,pt-BR,2012-11-25 01:57:01,0.0,2017-11-01 22:24:04,2017-11-01 22:24:05,0,2740.0,NEVER,3317.0,50.0,refunded,PayPal,30.0,,,
154,Fisioterapeuta,BR,pt-BR,2012-11-25 14:04:34,1.0,2012-12-01 19:47:39,2013-03-01 19:47:39,0,4446.0,EXPIRED,115.0,39.0,completed,PayPal,90.0,,,
154,Fisioterapeuta,BR,pt-BR,2012-11-25 14:04:34,1.0,2013-03-15 13:14:49,2013-06-13 13:14:49,0,4342.0,EXPIRED,235.0,60.0,completed,PayPal,90.0,,,
154,Fisioterapeuta,BR,pt-BR,2012-11-25 14:04:34,1.0,2013-09-20 01:22:13,2014-03-19 01:22:13,0,4063.0,EXPIRED,367.0,90.0,completed,PayPal,180.0,,,
154,Fisioterapeuta,BR,pt-BR,2012-11-25 14:04:34,1.0,2014-03-25 09:34:13,2014-09-21 09:34:13,0,3877.0,EXPIRED,512.0,120.0,completed,PagSeguro,180.0,,,
154,Fisioterapeuta,BR,pt-BR,2012-11-25 14:04:34,1.0,2014-11-04 15:32:46,2015-02-02 15:32:46,0,3743.0,EXPIRED,899.0,100.0,completed,PayPal,90.0,,,
154,Fisioterapeuta,BR,pt-BR,2012-11-25 14:04:34,1.0,2016-05-18 23:38:42,2017-04-18 13:04:43,0,2937.0,EXPIRED,2067.0,45.0,completed,PayPal,30.0,,,
170,Médica,,pt-BR,2012-11-28 15:11:04,1.0,2012-11-29 01:07:34,2013-11-29 01:07:34,0,4173.0,NEVER,112.0,96.0,completed,PayPal,365.0,,,
172,Medico,BR,pt-BR,2012-11-29 00:01:17,1.0,2015-09-10 07:35:48,2016-09-09 07:35:48,0,3158.0,NEVER,1481.0,210.0,completed,PagSeguro,365.0,,,
174,Fisioterapeuta,,pt-BR,2012-11-29 13:05:11,0.0,2012-11-29 13:11:53,2013-02-27 13:11:53,0,4448.0,NEVER,113.0,39.0,completed,PayPal,90.0,,,
176,médico,BR,pt-BR,2012-11-29 19:30:21,1.0,2013-11-29 02:00:00,2014-11-29 02:00:00,0,3808.0,NEVER,399.0,150.0,completed,PagSeguro,365.0,,,
176,médico,BR,pt-BR,2012-11-29 19:30:21,1.0,2014-12-18 16:19:36,2018-12-17 10:44:45,0,2329.0,NEVER,993.0,210.0,completed,PayPal,365.0,,,
180,Medico,,pt-BR,2012-11-30 18:50:00,0.0,2012-12-01 22:28:06,2013-12-01 22:28:06,0,4171.0,NEVER,118.0,96.0,completed,PayPal,365.0,,,
183,Fisioterapeuta,BR,pt-BR,2012-12-01 11:31:03,1.0,2019-05-10 08:38:41,2019-06-09 08:38:41,0,2155.0,NEVER,5127.0,50.0,completed,Boleto Fácil,30.0,,,
188,medico,BR,pt-BR,2012-12-01 20:27:30,1.0,2012-12-01 20:57:58,2013-03-01 20:57:58,0,4446.0,NEVER,117.0,39.0,completed,PayPal,90.0,,,
190,medico,BR,pt-BR,2012-12-02 09:57:03,1.0,2012-12-02 10:06:47,2013-12-02 10:06:47,0,4170.0,NEVER,119.0,96.0,completed,PayPal,365.0,,,
190,medico,BR,pt-BR,2012-12-02 09:57:03,1.0,2019-08-16 10:01:06,2021-08-16 10:01:06,0,1356.0,NEVER,5413.0,450.0,completed,PagSeguro,365.0,,,
190,medico,BR,pt-BR,2012-12-02 09:57:03,1.0,2021-10-01 13:09:28,2024-09-30 13:09:28,0,215.0,NEVER,9134.0,573.3,completed,PayPal,365.0,,,
193,medico,BR,pt-BR,2012-12-02 22:55:01,1.0,2012-12-04 00:09:33,2013-12-04 00:09:33,0,4168.0,EXPIRED,120.0,96.0,completed,PayPal,365.0,,,
196,medico,,pt-BR,2012-12-03 13:31:01,1.0,2012-12-10 20:26:58,2013-06-08 20:26:58,0,4347.0,NEVER,129.0,60.0,completed,PayPal,180.0,,,
200,Médico,,pt-BR,2012-12-04 16:18:08,1.0,2013-09-23 00:44:38,2014-03-22 00:44:38,0,4060.0,NEVER,369.0,90.0,completed,PayPal,180.0,,,
209,Fisioterapeuta,BR,pt-BR,2012-12-06 22:46:50,1.0,2014-11-26 00:45:07,2020-11-29 11:17:51,0,1616.0,NEVER,948.0,210.0,completed,PayPal,365.0,,,
209,Fisioterapeuta,BR,pt-BR,2012-12-06 22:46:50,1.0,2016-11-14 15:50:49,2016-12-14 15:50:49,0,3062.0,NEVER,2472.0,45.0,completed,PagSeguro,30.0,,,
212,Fisioterapeuta,BR,pt-BR,2012-12-06 23:19:27,1.0,2016-11-28 23:38:08,2020-11-27 11:09:03,0,1618.0,NEVER,2515.0,405.0,completed,PayPal,365.0,Black Week Xlung,percentage,0.5
214,fisioterapeuta,BR,pt-BR,2012-12-07 20:54:37,1.0,2015-05-19 13:19:49,2015-07-19 13:19:49,0,3576.0,NEVER,1226.0,35.0,completed,PagSeguro,30.0,,,
217,Medico,,pt-BR,2012-12-10 15:11:40,1.0,2012-12-10 15:23:20,2013-12-10 15:23:20,0,4162.0,NEVER,128.0,96.0,completed,PayPal,365.0,,,
218,médico,BR,pt-BR,2012-12-11 01:18:45,1.0,2012-12-11 01:33:39,2013-12-11 01:33:39,0,4161.0,NEVER,130.0,96.0,completed,PayPal,365.0,,,
221,estudante,,pt-BR,2012-12-11 11:59:33,1.0,2012-12-11 12:32:05,2013-03-11 12:32:05,0,4436.0,NEVER,131.0,39.0,completed,PayPal,90.0,,,
226,Fisioterapeuta,BR,pt-BR,2012-12-14 14:23:19,1.0,2018-10-04 02:12:45,2019-03-04 01:12:45,0,2252.0,EXPIRED,4280.0,50.0,completed,PayPal,30.0,Curso Angelo Roncalli,percentage,0.2
226,Fisioterapeuta,BR,pt-BR,2012-12-14 14:23:19,1.0,2019-04-01 13:48:57,2019-10-01 13:48:57,0,2041.0,EXPIRED,5011.0,250.0,completed,PagSeguro,180.0,,,
227,fisioterapeuta,,pt-BR,2012-12-18 05:43:36,1.0,2012-12-30 11:43:12,2013-03-30 11:43:12,0,4417.0,NEVER,157.0,39.0,completed,PayPal,90.0,,,
230,Medica,,pt-BR,2012-12-22 19:20:41,1.0,2012-12-22 20:30:52,2013-03-22 20:30:52,0,4425.0,NEVER,136.0,39.0,completed,PayPal,90.0,,,
231,MÉDICO,BR,pt-BR,2012-12-23 03:57:47,1.0,2012-12-23 04:39:27,2013-06-21 04:39:27,0,4334.0,EXPIRED,137.0,60.0,completed,PayPal,180.0,,,
231,MÉDICO,BR,pt-BR,2012-12-23 03:57:47,1.0,2013-11-12 20:50:32,2014-11-12 20:50:32,0,3825.0,EXPIRED,411.0,150.0,completed,PayPal,365.0,,,
231,MÉDICO,BR,pt-BR,2012-12-23 03:57:47,1.0,2015-05-24 23:07:38,2017-05-24 23:07:38,0,2901.0,EXPIRED,1169.0,140.0,completed,PagSeguro,180.0,,,
231,MÉDICO,BR,pt-BR,2012-12-23 03:57:47,1.0,2018-08-23 10:41:45,2018-09-22 10:41:45,0,2415.0,EXPIRED,4159.0,50.0,completed,Boleto Fácil,30.0,,,
231,MÉDICO,BR,pt-BR,2012-12-23 03:57:47,1.0,2019-05-16 08:24:26,2019-11-12 07:24:26,0,1999.0,EXPIRED,5136.0,250.0,completed,Boleto Fácil,180.0,,,
234,Fisioterapeuta,,pt-BR,2012-12-24 19:40:44,1.0,2012-12-25 12:46:37,2013-03-25 12:46:37,0,4422.0,NEVER,139.0,39.0,completed,PayPal,90.0,,,
235,Médico,BR,pt-BR,2012-12-25 17:24:34,0.0,2012-12-29 08:32:49,2013-12-29 08:32:49,0,4143.0,NEVER,145.0,96.0,completed,PagSeguro,365.0,,,
245,Fisioterapeuta,BR,pt-BR,2013-01-01 10:38:30,1.0,2014-03-20 16:54:43,2014-09-16 16:54:43,0,3882.0,NEVER,511.0,120.0,completed,PayPal,180.0,,,
245,Fisioterapeuta,BR,pt-BR,2013-01-01 10:38:30,1.0,2015-10-08 17:15:51,2015-12-07 17:33:59,0,3435.0,NEVER,1555.0,35.0,completed,PayPal,30.0,,,
246,Médico,BR,pt-BR,2013-01-02 20:40:30,1.0,2013-01-02 20:59:15,2014-01-02 20:59:15,0,4139.0,NEVER,158.0,96.0,completed,PayPal,365.0,,,
246,Médico,BR,pt-BR,2013-01-02 20:40:30,1.0,2015-06-25 10:55:31,2016-06-25 10:55:31,0,3234.0,NEVER,1310.0,210.0,completed,PagSeguro,365.0,,,
